1,abaca.png,Abaca,Abaka,"Ang abaca ay isang natural na hibla ng dahon na nagmumula sa isang kamag-anak ng pamilya ng puno ng saging na katutubong sa Pilipinas na tumutubo sa buong tropikal na rehiyon. Tinatawag din itong abaka ng Manilla, kahit na hindi ito nauugnay sa aktwal na abaka. Ang abaca sa pangkalahatan ay itinuturing na isang napapanatiling, kapaligirang friendly na hibla na maaaring magbigay ng kapangyarihan sa mga komunidad.","Ang halaman ay lumalaki hanggang 13–22 talampakan (4.0–6.7 m), at may average na mga 12 talampakan (3.7 m).",Inirerekomenda na ang pagtatanim ay gawin gamit ang square method na may distansiyang 2.5 meters by 2.5 meters o 1.5 meters by 1.5 meters para sa mga varieties na mahihirap na producer ng mga suckers.,Maipapayo na diligan ang mga halaman isang beses o dalawang beses sa isang buwan sa panahon ng tag-araw.,"2,3,5"
2,asparagus.png,Asparagus,Asparagus,"Ang Asparagus, Asparagus officinalis, ay isang mala-damo na pangmatagalang halaman sa pamilyang Asparagaceae na itinatanim para sa mga batang sanga nito, o mga sibat, na kinakain bilang isang gulay. Ang halaman ng asparagus ay matangkad na may sukat na parang dahon na umuusbong mula sa ilalim ng lupa na tangkay (rhizome) at may matipunong tangkay at mabalahibong dahon. Ang mga bulaklak ay hugis kampanilya at nangyayari nang mag-isa o pares. Ang mga ito ay berde-puti hanggang dilaw ang kulay. Pagkatapos ng pamumulaklak, ang isang bilog na pulang berry ay nabuo na may 1 hanggang 6 na itim na buto. Ang asparagus ay maaaring mabuhay ng 20 o higit pang mga taon at maaaring umabot sa taas sa pagitan ng 100–150 cm (39.4–59.1 in). Ang asparagus ay nagmula sa Europa, hilagang Africa, at kanlurang Asya.","Ang mga korona ng asparagus ay nakatanim sa mga kanal na 10 pulgada ang lapad at 8 pulgada ang lalim (itaas). Habang nagsisimulang tumubo ang mga batang sanga, patuloy na magdagdag ng kaunting lupa upang punan ang kanal nang hindi ibinabaon ang mga batang pako (ibaba). Sa pagtatapos ng panahon, ang trench ay dapat punan sa tuktok.","Hukayin ang lugar ng pagtatanim ng hindi bababa sa 6- hanggang 12-pulgada ang lalim at humigit-kumulang 12-pulgada ang lapad. Lagyan ng espasyo ang mga indibidwal na halaman ng asparagus nang 12- hanggang 18-pulgada ang pagitan para lumaki ang silid. Kung naghuhukay ka ng mga hilera para sa iyong mga halaman ng asparagus, maaari silang maging hangga't kinakailangan para sa dami ng iyong itinatanim.","Ang asparagus ay nangangailangan ng regular na pagtutubig, lalo na habang bata pa; bigyan ito ng 1 hanggang 2 pulgada ng tubig bawat linggo sa unang dalawang panahon ng paglaki nito; bigyan ang mga matatandang halaman ng humigit-kumulang 1 pulgada bawat linggo. Pag-isipang magdagdag ng drip irrigation o soaker hose sa asparagus bed.",5
3,barley.png,Barley,Barley,"Ito ang ikaapat na pinakamahalagang pananim ng cereal pagkatapos ng bigas, trigo at mais. Ito ay ginawang malt para magamit sa iba't ibang paghahanda ng pagkain. Ang barley ay malawakang ginagamit para sa pagkain at kumpay. Ang mga pangunahing gamit ng barley ay nasa industriya ng beer, pagproseso ng pagkain at industriya ng paggawa ng feed. Sa pagtaas ng demand para sa beer, tumataas din ang demand para sa barley. Gayundin, higit sa 90% ng produksyon ng malt sa mundo ay mula sa barley. Sa buong mundo, ang ilan sa mga pangunahing producer ng barley ay ang European Union, Russia, Ukraine, Canada, Australia at USA, na bumubuo ng halos 75% ng produksyon sa mundo.",Ang lalim ng pagtatanim para sa barley o oat ay hindi dapat lumampas sa 5 cm (2 in).,"Ang pinakakaraniwang paraan ng paghahasik ng barley ay ang karaniwang hanay na may pagitan na 15 – 20 cm at may kritikal na distansya na 1.4 cm sa pagitan ng mga halaman. Sa mas maikling distansya, ang potensyal ng parehong mga indibidwal na halaman at mga pananim sa kabuuan ay hindi matutupad.","Sa yugto ng paglaki ng reproduktibo, nananatiling mataas ang pangangailangan at paggamit ng tubig. Pagkatapos ng heading stage, ang barley ay patuloy na gagamit ng 7 hanggang 8 mm/araw ng tubig o 0.27 hanggang 0.31 in/araw hanggang sa yugto ng pamumulaklak at pagpuno ng butil (sa ilalim ng perpektong kondisyon ng paglago).",5
4,basil.png,Basil,Balanoy,"Ang Basil ay kabilang sa genus na Ocimum. Ang Basil ay isa ring karaniwang pangalan para sa ilang mga halaman sa genera Acinos (hal., Acinos arvensis, basil thyme) at Clinopodium (hal., Clinopodium vulgare, wild basil). Bilang karagdagan sa mga kultural at tradisyunal na ritwal, ang basil ay isa sa mga pinakasikat na halamang gamot sa pagluluto at network ng pagkain na may malawak na hanay ng mga aplikasyon, lalo na sa pampalasa at pangangalaga ng pagkain.",Ang lalagyan ng kama o hardin ay dapat na hindi bababa sa 8 pulgada ang lalim para sa malakas na paglaki ng ugat. Lagyan ng layo ang iyong mga halaman ng basil nang 12 hanggang 16 na pulgada upang payagan ang maraming sikat ng araw at daloy ng hangin.,"Manipis na basil sa pagitan ng 3 hanggang 4 na pulgada (8-10 cm) kapag ang mga punla ay may dalawa hanggang tatlong pares ng dahon, hindi binibilang ang maliliit na dahon ng punla. Patuloy na manipis ang mga halaman habang lumalaki sila. Sa oras na ang basil ay mature na, ang mga halaman ay dapat na may pagitan ng mga 12 pulgada (30 cm).","Tubig palagi Gusto ni Basil na manatiling basa-basa at nangangailangan ng humigit-kumulang 1 pulgada ng tubig bawat linggo. Tubigan ng malalim kahit isang beses sa isang linggo para mapanatiling malalim ang mga ugat at basa ang lupa. Ang Basil na lumalaki sa mga lalagyan ay mangangailangan ng mas madalas na pagtutubig. Ang iyong layunin kapag nagtatanim ng basil sa isang lalagyan ay upang hindi matuyo ang lupa.",3
5,balatong.png,Bean,Balatong,"Ang Balatong, na karaniwang tinutukoy bilang string beans sa Pilipinas, ay mahaba at payat na berdeng pod na kilala sa kanilang versatility sa pagluluto. Ang mga ito ay mayaman sa bitamina A, C, at K, pati na rin ang dietary fiber, na ginagawa itong isang malusog na karagdagan sa mga pagkain. Patok sa mga pagkaing Pilipino tulad ng adobong sitaw at pinakbet, ang balatong ay maaaring i-steam, iprito, o idagdag sa mga sopas. Sa kanilang banayad na lasa at malutong na texture, pareho silang masustansya at madaling isama sa iba't ibang mga recipe.","Ang normal na lalim ng paghahasik ay mga 5 hanggang 7 cm. Ang espasyo ay depende sa pagkakaiba-iba. Ang mga uri ng bush (erect) ay karaniwang may tanim at row spacing na 5 hanggang 10 x 50 hanggang 75 cm, habang ang pole-type (climbing) ay 10 hanggang 15 x 90 hanggang 150 cm. Ang mga pole bean ay madalas ding itinatanim sa mga burol na may pagitan ng 90 hanggang 120 cm.","Para sa bush beans, itanim ang mga buto na humigit-kumulang 1-1.5 pulgada ang lalim, marahil 2 pulgada ang lalim sa tag-araw para sa pagtatanim ng taglagas. Ang mga hilera ay dapat na 2.5 hanggang 3 talampakan ang pagitan. Matapos mabuo ang mga buto, payat ang mga halaman sa pagitan ng 3 hanggang 4 na pulgada. Para sa pole beans, magtanim ng 1 pulgada ang lalim at 3 talampakan ang layo.",Ang mga halaman ng bean ay nangangailangan ng hindi bababa sa 1/2″ ng tubig bawat araw sa panahon ng pamumulaklak at tubig araw-araw. Ang paggamit ng drip irrigation ay palaging inirerekomenda upang matiyak na ang iyong mga halaman ng bean ay direktang nakakakuha ng kahalumigmigan sa kanilang root system.,"2,3,4"
6,beet.png,Beets,Beets,"Ang mga beet ay isang makulay na ugat na gulay na kilala sa kanilang malalim na pula o lila na kulay, ngunit maaari rin silang magkaroon ng mga gintong o guhit na uri. Sa matamis, makalupang lasa, ang mga beet ay puno ng mahahalagang nutrients, kabilang ang folate, manganese, at fiber. Malawakang ginagamit ang mga ito sa mga salad, juice, at sopas, at maaaring i-ihaw, pakuluan, o kainin nang hilaw. Ang beetroot juice ay partikular na pinahahalagahan para sa kakayahang magpababa ng presyon ng dugo at mapabuti ang pagganap ng atleta sa pamamagitan ng pagpapahusay ng daloy ng oxygen. Ang mga beet ay naglalaman din ng mga betalain, mga pigment na may mga katangiang anti-namumula at antioxidant, na maaaring mag-ambag sa pagpapabuti ng paggana ng atay at mabawasan ang panganib ng mga malalang sakit.","Ang mga beet ay maaaring itanim sa bahagyang lilim at pinakamahusay na lumaki sa malalim, mahusay na pinatuyo na mga lupa. Ang mga beet ay may malalim na ugat na maaaring umabot sa lalim na 36 hanggang 48 pulgada, kaya huwag itanim ang mga ito kung saan ang mga ugat ng puno ay makikipagkumpitensya.","Ang mga hilera ay dapat na may pagitan ng 30 cm (12″). Kapag ang mga punla ay humigit-kumulang 5 cm (2”) ang taas, payat ang mga punla hanggang 8 cm (3″) ang pagitan upang lumaki ang mga beet na pare-pareho ang laki. Ang pagsisiksikan ay nagpapanatili ng maliliit na ugat. Ang mga buto ay tumubo sa humigit-kumulang 10-12 araw.","Ang beetroot ay may mababaw na ugat, na may mabisang lalim na 300mm, at mahalagang didiligin ang mga halaman nang regular at madalas. . Bilang isang patnubay na 300-350 mm ng tubig ay kinakailangan sa buong paglaki, isang average na 4mm bawat araw. Ito ay nakasalalay sa panahon, ang mga varieties ng tubig na kinakailangan at uri ng lupa.","1,6"
7,ampalaya.png,Bitter Gourd,Ampalaya,"Ang bitter gourd ay isang tropikal na baging na gumagawa ng kakaibang mapait na prutas. Hugis tulad ng isang bumpy cucumber, ang gulay na ito ay karaniwang ginagamit sa Asian at African cuisine. Naglalaman ito ng mataas na antas ng bitamina C, folate, at potassium, na ginagawa itong isang masustansyang karagdagan sa diyeta. Ang kapaitan nito ay nagmumula sa mga compound na pinaniniwalaang nagpapababa ng asukal sa dugo, at matagal na itong ginagamit sa tradisyonal na gamot upang pamahalaan ang diabetes. Ang mapait na lung ay maaaring igisa, pinirito, o isama sa mga sopas at nilaga, na kadalasang ipinares sa matapang na lasa upang balansehin ang matinding lasa nito.","Ang mga buto ay itinatanim sa lalim na 0.5 pulgada sa lupa, isa sa bawat hukay at isang agwat ng 12 pulgada sa pagitan ng mga buto ay kinakailangan. Kung gagamit ng lalagyan, sapat na ang lalagyan na may lalim na 12 pulgada para palaguin ang bitter gourd. Depende sa panahon, ang mga buto ay tatagal ng mga 2-3 araw upang tumubo.","Sa mga nakataas na kama, maghasik ng dalawa o tatlong buto sa bawat butas sa lalim na 2 cm. Mga butas sa espasyo na 40–60 cm ang pagitan sa mga hilera na may pagitan na 1.2–1.5 m. Ang density ng halaman gamit ang spacing na ito ay mula 13,600 hanggang 17,300 halaman kada ektarya.",Ang pagpapanatiling pantay-pantay na basa ang mga kama sa pagtatanim ng bitter gourd para sa magandang pag-unlad ng prutas. Dahan-dahang diligin ang lupa sa umaga o gabi kapag ang lupa ay nararamdamang tuyo kapag hinawakan.,"2,3,5"
8,paminta.png,Black Pepper,Paminta,"Ang black pepper, na nagmula sa mga pinatuyong peppercorn, ay ang pinakasikat na pampalasa sa mundo, na kilala sa matalas, masangsang na lasa at aroma nito. Nagmula ito sa mga bunga ng Piper nigrum vine, na katutubong sa South India. Mayaman sa antioxidants, ang black pepper ay naglalaman ng piperine, isang compound na may mga anti-inflammatory properties at pinahuhusay ang pagsipsip ng ilang nutrients, tulad ng curcumin sa turmeric. Ginagamit ang itim na paminta sa halos lahat ng masarap na lutuin, na nagpapahusay sa lasa ng mga karne, sopas, sarsa, at marinade. Mayroon din itong mga potensyal na benepisyo sa kalusugan, tulad ng pagpapabuti ng panunaw, pagbabawas ng oxidative stress, at pagsuporta sa kalusugan ng puso.","Ang mga pamantayan ay dapat na itanim ng mabuti bago magtanim ng itim na paminta sa lalim na 2.0-3.0 talampakan. Ang mga hukay ng pagtatanim ay dapat na may lalim na 1.5 talampakan at radius na hindi bababa sa 1.5 talampakan mula sa pamantayan. Bago ang pagtatanim, ang lupa ay dapat na amyendahan ng sapat na may mga organikong pataba tulad ng compost.","Gumamit ng mabuhangin na lupa na mataas sa organikong bagay at itanim ang mga buto ng isang-kapat na pulgada ang lalim at tatlong pulgada ang layo. 4. Panatilihing mainit at pantay na basa ang lupa. Regular na diligan ang lupa, pinananatiling basa ang lupa habang tumutubo ang mga buto at tumutubo ang mga dahon.","Ang Itim na paminta sa pangkalahatan ay nangangailangan ng halos isang galon ng tubig sa bawat iskedyul, Gamit ang mga nakapaso na halaman, maaaring gusto mong diligan ang mga ito nang malalim hanggang sa makita mo na ang tubig ay tumutulo sa ilalim ng palayok. Pagkatapos, hintayin na matuyo ang lupa bago muli itong diligan.","2,3,5"
9,brocolli.png,Broccoli,Broccoli,"Ang broccoli ay isang cruciferous na gulay na malapit na nauugnay sa repolyo, cauliflower, at kale. Ito ay may matatag, tulad ng puno na istraktura na may nakakain na berdeng mga bulaklak at mga tangkay. Kilala sa pagiging isang nutritional powerhouse, ang broccoli ay mayaman sa bitamina C, K, at folate, pati na rin ang fiber at makapangyarihang antioxidant tulad ng sulforaphane, na maaaring may mga katangiang panlaban sa kanser. Pinapanatili ng steaming o bahagyang pagluluto ng broccoli ang nutritional value nito, kahit na maaari rin itong i-ihaw, igisa, o gamitin sa mga sopas at salad. Ang regular na pagkonsumo ng broccoli ay nauugnay sa isang mas mababang panganib ng mga malalang sakit, pinabuting kalusugan ng puso, at pinahusay na mga proseso ng detoxification sa katawan.","Magtanim ng mga buto ¼- ½ pulgada ang lalim, 2-3 linggo bago ang huling hamog na nagyelo sa tagsibol. Manipis na punla o i-transplant ang broccoli na 12-18 pulgada ang layo sa hanay na may mga hanay na 2-3 talampakan ang layo.","Magtanim ng broccoli nang 18 hanggang 24 pulgada ang layo sa mga hilera na 36 pulgada ang pagitan. Magbigay ng maraming tubig sa unang linggo upang makatulong sa pagtatatag ng mga halaman. Pagkatapos magtatag, magbigay ng tubig ng hindi bababa sa bawat apat hanggang limang araw. Ang pagtutubig ay maaaring maging mas madalas habang ang pangunahing ulo ng broccoli ay bubuo.","Magtanim ng broccoli nang 18 hanggang 24 pulgada ang layo sa mga hilera na 36 pulgada ang pagitan. Magbigay ng maraming tubig sa unang linggo upang makatulong sa pagtatatag ng mga halaman. Pagkatapos magtatag, magbigay ng tubig ng hindi bababa sa bawat apat hanggang limang araw. Ang pagtutubig ay maaaring maging mas madalas habang ang pangunahing ulo ng broccoli ay bubuo.","2,4"
10,brussel-sprout.png,Brussels Sprout,Brussels Sprout,"Ang Brussels sprouts ay maliliit, bilog na gulay na kahawig ng mga maliliit na repolyo at lumalaki sa matataas na tangkay. Bahagi sila ng pamilya ng cruciferous vegetable at lubos na masustansya, na nag-aalok ng mataas na antas ng bitamina K, bitamina C, at fiber. Ang Brussels sprouts ay may bahagyang mapait na lasa kapag hilaw, ngunit ang kapaitan na ito ay nababawasan at ang isang kaaya-ayang lasa ng nutty ay nabubuo kapag inihaw o ginisa. Sikat sa mga lutuing European at American, kadalasang inihahain ang mga ito kasama ng bacon, bawang, o balsamic vinegar upang mapahusay ang kanilang lasa. Ang mga gulay na ito ay naka-link sa iba't ibang benepisyo sa kalusugan, kabilang ang mas mabuting kalusugan ng buto, pinahusay na panunaw, at isang pinababang panganib ng kanser.","Magtanim ng mga buto na ¼-½ pulgada ang lalim. Manipis na punla o transplant Brussels sprouts 12-18 pulgada ang layo sa hanay na may mga hilera na 2-3 talampakan ang layo. Magtanim ng Brussels sprouts sa unang bahagi ng tag-araw para sa kapanahunan sa taglagas pagkatapos ng ilang frosts. Iwasan ang pagpapabunga sa panahon ng pagbuo ng usbong dahil maaaring magdulot ito ng maluwag, malambot na mga usbong, at paghahati.","Lumalaki ang Brussels sprouts, kaya kailangang humigit-kumulang 18 hanggang 24 na pulgada ang pagitan ng mga ito sa isang hilera o kama. Kung itinanim sa mga hilera, puwang ang mga hilera nang 30 pulgada ang layo upang bigyan ang iyong sarili ng sapat na espasyo para makalakad. Huwag hayaan ang mga punla na maupo nang matagal, matuyo, o mabansot sa kanilang pakete.",Tubig Brussels ay umusbong nang malalim at madalang habang sinusubukang mapanatili ang kahit na kahalumigmigan ng lupa. Humigit-kumulang 1-2 pulgada ng tubig ang kailangan bawat linggo. Gumamit ng drip irrigation kung maaari upang makatipid ng tubig. Ang paglalagay ng mulch sa paligid ng halaman ay nakakatulong din na mapanatili ang kahalumigmigan ng lupa at mabawasan ang paglaki ng mga damo.,2
